nom,code_postal,commune,numero,voie,lieu_dit,site_internet,longitude,latitude,personnel_aidant,largeur_entree,aide_audition,entree_balise_sonore,sanitaires_pmr,stationnement_pmr,labels,types_handicap,difficulte_chemin_ext,difficulte_entree,difficulte_chemin_accueil,score
Gaumont Opera (Côté Premier),75002,Paris,32,Rue Louis le Grand,,,2.334345,48.870639,1,156,1,,1,,,,,1,,2.27
Gaumont parnasse,75014,Paris,3,Rue d’Odessa,,,2.32442013548472,48.84304921496683,,90,,,1,,,,,,,0.73
Gcs Pole Sanitaire Cerdan,66800,ERR,11,CAMI DE LA RIBERATA,,,2.026426,42.442353,1,100,,,1,1,,,1,,,2.0
Geant Ricamarie,42150,LA RICAMARIE,,Rue DE LA BERAUDIERE,CENTRE COMMERCIAL,http://magasins.geantcasino.fr/magasin/la-ricamarie/CG311?utm_source=GMB&utm_campaign=Multidiffusion&utm_medium=local&utm_content=CG311,4.374387860298158,45.4106755103918,1,110,,,,1,,,,,,1.36
Geffray Marie Pharmacie Gendron,78800,Houilles,12,Avenue Carnot,,,2.187917,48.923863,1,120,,,,1,,,,,,1.45
GEMO,77127,LIEUSAINT,,PARC CARRE SENART II,MAGASIN N  3027 LOCAL 3,,2.5462496312320586,48.619528279781484,,,,,,,,,,,,0.36
GEMO,82000,MONTAUBAN,981,Avenue Henry Dunant,N°ETS 5568 MONTAUBAN,https://www.gemo.fr/magasin/GEMO_2442,1.3547354936599734,44.0002817891045,,100,,,,1,,,,,,0.82
Gémo,34920,Le Crès,1010,Rn 113,,https://www.gemo.fr/magasin/GEMO_LE_CRES_Chaussures_&_V%C3%AAtements/GEMO_2444,3.9438659045845275,43.64168932807752,,90,,,,1,,,1,,,1.0
Gémo,42100,Saint-Étienne,2,Rue Ferrer,,,4.4226059317588815,45.44729107651552,1,100,,,,1,,,1,,,1.55
Gemo-Tandem-L'Hyper aux Chaussures. ..Ve,42580,L'ETRAT,,route départementale 1082,LA MARANDIERE,https://www.gemo.fr/,4.354227036237718,45.48117675230173,1,100,,,,1,,,1,,,1.55
Gendarmerie - Brigade d'Abbeville,80100,Abbeville,,Caserne Courbet 31 Avenue du Général Leclerc,,https://lannuaire.service-public.fr/hauts-de-france/somme/gendarmerie-80001-01,1.84287,50.10819,1,85,,,,,,,,,,0.82
Gendarmerie - Brigade d'Ablis,78660,Ablis,22,Rue de la Mairie,,https://lannuaire.service-public.fr/ile-de-france/yvelines/gendarmerie-78003-01,1.83283,48.51895,1,120,,,0,,,,1,1,,1.55
Gendarmerie - Brigade d'Abondance,74360,Abondance,273,Rue d'Offaz,,https://lannuaire.service-public.fr/auvergne-rhone-alpes/haute-savoie/gendarmerie-74001-01,6.71921,46.27991,1,110,1,,1,1,,,,1,,2.55
Gendarmerie - Brigade d'Acheux-en-Amiénois,80560,Acheux-en-Amiénois,47,Rue de Léalvillers,,https://lannuaire.service-public.fr/hauts-de-france/somme/gendarmerie-80003-01,2.52673,50.07077,1,85,,,,,,,,1,,1.09
Gendarmerie - Brigade d'Agen,47000,Agen,,Caserne Majore Lemée 15 Rue Valence,,https://lannuaire.service-public.fr/nouvelle-aquitaine/lot-et-garonne/gendarmerie-47001-01,0.6149,44.19662,1,120,,,0,1,,,1,1,,2.0
Gendarmerie - Brigade d'Agon-Coutainville,50230,Agon-Coutainville,,Rue du Feugré,,https://lannuaire.service-public.fr/normandie/manche/gendarmerie-50003-01,-1.58161,49.04571,1,110,,,0,,,,,1,,1.18
Gendarmerie - Brigade d'Ahun,23150,Ahun,1,Route de Moutier,,https://lannuaire.service-public.fr/nouvelle-aquitaine/creuse/gendarmerie-23001-01,2.04552,46.08818,1,90,1,,0,,,,,1,,1.45
Gendarmerie - Brigade d'Aignan,32290,Aignan,,Avenue de la Libération,,https://lannuaire.service-public.fr/occitanie/gers/gendarmerie-32001-01,0.0906,43.69925,1,120,,,0,1,,,2,,,1.45
Gendarmerie - Brigade d'Aignay-le-Duc,21510,Aignay-le-Duc,8,Rue des Ducs de Bourgogne,,https://lannuaire.service-public.fr/bourgogne-franche-comte/cote-d-or/gendarmerie-21004-01,4.73268,47.66606,1,85,1,,0,1,,,2,1,,2.0
Gendarmerie - Brigade d'Aigre,16140,Aigre,22,Rue de la Gendarmerie,,https://lannuaire.service-public.fr/nouvelle-aquitaine/charente/gendarmerie-16005-01,0.00829,45.89152,1,90,1,,0,1,,,1,,,1.91
Gendarmerie - Brigade d'Aigrefeuille-d'Aunis,17290,Aigrefeuille-d'Aunis,24,Avenue des Marronniers,,https://lannuaire.service-public.fr/nouvelle-aquitaine/charente-maritime/gendarmerie-17003-01,-0.94049,46.11516,1,95,1,,1,1,,,,,,2.09
Gendarmerie - Brigade d'Aigrefeuille-sur-Maine,44140,Aigrefeuille-sur-Maine,,Avenue de la Vendée,,https://lannuaire.service-public.fr/pays-de-la-loire/loire-atlantique/gendarmerie-44002-01,-1.39536,47.07315,1,90,1,,1,1,,,,,,2.09
Gendarmerie - Brigade d'Aigueperse,63260,Aigueperse,17,Boulevard du Pont-Garnichaud,,https://lannuaire.service-public.fr/auvergne-rhone-alpes/puy-de-dome/gendarmerie-63001-01,3.20271,46.02006,1,85,1,,,,,,,,,1.27
Gendarmerie - Brigade d'Aigues-Mortes,30220,Aigues-Mortes,27,Chemin d'Esparron,,https://lannuaire.service-public.fr/occitanie/gard/gendarmerie-30003-01,4.1985,43.56602,,110,,,1,,,,1,,,1.18
Gendarmerie - Brigade d'Aiguillon,47190,Aiguillon,10,Rue Georges Sand,,https://lannuaire.service-public.fr/nouvelle-aquitaine/lot-et-garonne/gendarmerie-47004-01,0.34058,44.29708,1,132,,,0,1,,,,,,1.45
Gendarmerie - Brigade d'Aigurande,36140,Aigurande,24,Place de la Promenade,,https://lannuaire.service-public.fr/centre-val-de-loire/indre/gendarmerie-36001-01,1.82954,46.43517,1,90,,,0,,,,,2,,0.73
Gendarmerie - Brigade d'Ailly-le-Haut-Clocher,80690,Ailly-le-Haut-Clocher,42,Rue de la Poste,,https://lannuaire.service-public.fr/hauts-de-france/somme/gendarmerie-80009-01,2.00068,50.07597,1,100,,,1,1,,,,,,1.73
Gendarmerie - Brigade d'Ailly-sur-Noye,80250,Ailly-sur-Noye,15,Avenue de Bourgogne,,https://lannuaire.service-public.fr/hauts-de-france/somme/gendarmerie-80010-01,2.3704,49.75759,1,95,,,1,,,,,,,1.18
Gendarmerie - Brigade d'Aimargues,30470,Aimargues,8,Rue du Colonel Arnaud BELTRAME,,https://lannuaire.service-public.fr/occitanie/gard/gendarmerie-30006-01,4.19586,43.69249,1,160,,,1,1,,,1,,,2.27
Gendarmerie - Brigade d'Aime-la-Plagne,73210,Aime-la-Plagne,500,Avenue de la Tarentaise AIME,,https://lannuaire.service-public.fr/auvergne-rhone-alpes/savoie/gendarmerie-73006-01,6.64487,45.55512,1,140,1,,0,,,,,,,1.55
Gendarmerie - Brigade d'Airaines,80270,Airaines,24,Rue des Guides,,https://lannuaire.service-public.fr/hauts-de-france/somme/gendarmerie-80013-01,1.95214,49.96124,1,95,,,,1,,,,,,1.18
Gendarmerie - Brigade d'Aire-sur-l'Adour,40800,Aire-sur-l'Adour,,Rue du Château d'eau,,https://lannuaire.service-public.fr/nouvelle-aquitaine/landes/gendarmerie-40001-01,-0.27077,43.69265,1,120,,,1,,,,2,,1,1.73
Gendarmerie - Brigade d'Aire-sur-la-Lys,62120,Aire-sur-la-Lys,,Place Philippe d'Alsace,,https://lannuaire.service-public.fr/hauts-de-france/pas-de-calais/gendarmerie-62014-01,2.40533,50.63261,1,80,,,,1,,,,,1,1.55
Gendarmerie - Brigade d'Airvault,79600,Airvault,6,Rue de l'Aumônerie,,https://lannuaire.service-public.fr/nouvelle-aquitaine/deux-sevres/gendarmerie-79005-01,-0.13179,46.82643,1,150,1,,1,1,,,,,,2.45
Gendarmerie - Brigade d'Aix-en-Provence,13100,Aix-en-Provence,,Quartier des Trois-Sautets 28 Avenue Henri Malacrida,,https://lannuaire.service-public.fr/provence-alpes-cote-d-azur/bouches-du-rhone/gendarmerie-13001-01,5.46852,43.51491,1,120,,,0,1,,,1,,1,2.0
Gendarmerie - Brigade d'Aixe-sur-Vienne,87700,Aixe-sur-Vienne,3,Rue Érasme,,https://lannuaire.service-public.fr/nouvelle-aquitaine/haute-vienne/gendarmerie-87001-01,1.1331,45.79258,1,90,1,,1,1,,,,,,2.09
Gendarmerie - Brigade d'Aix-les-Bains,73100,Aix-les-Bains,25,Avenue de Marlioz,,https://lannuaire.service-public.fr/auvergne-rhone-alpes/savoie/gendarmerie-73008-01,5.91286,45.68412,1,100,1,,,1,,,1,,2,2.0
Gendarmerie - Brigade d'Aix-Villemaur-Pâlis,10160,Aix-Villemaur-Pâlis,10,Place Thuillier AIX EN OTHE,10 Place Thuillier,https://lannuaire.service-public.fr/grand-est/aube/gendarmerie-10003-01,3.73157,48.2211,1,90,,,,1,,,1,,,1.45
Gendarmerie - Brigade d'Alban,81250,Alban,6,Avenue de Millau,,https://lannuaire.service-public.fr/occitanie/tarn/gendarmerie-81003-01,2.47197,43.88352,1,100,,,0,1,,,2,,,1.27
Gendarmerie - Brigade d'Albert,80300,Albert,42,Chemin Croisé de la Justice,,https://lannuaire.service-public.fr/hauts-de-france/somme/gendarmerie-80016-01,2.66145,49.99708,1,95,,,1,1,,,,1,,1.91
Gendarmerie - Brigade d'Albertville,73200,Albertville,70,Avenue des Chasseurs-Alpins,,https://lannuaire.service-public.fr/auvergne-rhone-alpes/savoie/gendarmerie-73011-01,6.38974,45.6673,1,110,1,,1,,,,,1,,2.09
Gendarmerie - Brigade d'Albestroff,57670,Albestroff,5,Rue du Stade,,https://lannuaire.service-public.fr/grand-est/moselle/gendarmerie-57011-01,6.85286,48.93404,1,95,,,,1,,,,,,1.18
Gendarmerie - Brigade d'Albi,81000,Albi,12,Place de Verdun,,https://lannuaire.service-public.fr/occitanie/tarn/gendarmerie-81004-01,2.14005,43.91956,1,100,,,0,,,,,1,,1.09
Gendarmerie - Brigade d'Alby-sur-Chéran,74540,Alby-sur-Chéran,54,Allée La Combe,,https://lannuaire.service-public.fr/auvergne-rhone-alpes/haute-savoie/gendarmerie-74002-01,6.02451,45.82038,1,90,1,,0,,,,,,,1.18
Gendarmerie - Brigade d'Alençon,61000,Alençon,,Caserne Lieutenant Nicolas 38 Boulevard Duchamp,,https://lannuaire.service-public.fr/normandie/orne/gendarmerie-61001-01,0.07207,48.42878,1,90,,,0,1,,,,2,,1.18
Gendarmerie - Brigade d'Aléria,20270,Aléria,50,Cours Charles-Jean Sarocchi,,https://lannuaire.service-public.fr/corse/haute-corse/gendarmerie-2B009-01,9.51286,42.1149,1,88,,,,1,,,1,,1,1.82
Gendarmerie - Brigade d'Allaire,56350,Allaire,10,Rue Pierre Clugnet,,https://lannuaire.service-public.fr/bretagne/morbihan/gendarmerie-56001-01,-2.15935,47.63607,1,100,1,,1,1,,,,,,2.18
Gendarmerie - Brigade d'Allanche,15160,Allanche,3,Rue de Valmont,,https://lannuaire.service-public.fr/auvergne-rhone-alpes/cantal/gendarmerie-15001-01,2.93687,45.2264,1,140,1,,0,1,,,,1,,2.27
Gendarmerie - Brigade d'Allassac,19240,Allassac,,Les Rivières,,https://lannuaire.service-public.fr/nouvelle-aquitaine/correze/gendarmerie-19005-01,1.45998,45.25481,1,90,,,,1,,,,,,1.18
Gendarmerie - Brigade d'Allègre,43270,Allègre,3,Rue Grellet de la Deyte,,https://lannuaire.service-public.fr/auvergne-rhone-alpes/haute-loire/gendarmerie-43003-01,3.71741,45.20266,1,90,1,,,,,,,2,,1.18
Gendarmerie - Brigade d'Allevard,38580,Allevard,8,Boulevard Jules Ferry,,https://lannuaire.service-public.fr/auvergne-rhone-alpes/isere/gendarmerie-38006-01,6.07178,45.3952,1,90,1,,0,,,,,2,,1.18
Gendarmerie - Brigade d'Allonnes,49650,Allonnes,1,Rue Lespagnol de la Plante,,https://lannuaire.service-public.fr/pays-de-la-loire/maine-et-loire/gendarmerie-49002-01,0.01821,47.29487,1,100,1,,,,,,,,,1.27
Gendarmerie - Brigade d'Altkirch,68130,Altkirch,61,Avenue du Maréchal Foch,,https://lannuaire.service-public.fr/grand-est/haut-rhin/gendarmerie-68004-01,7.23092352,47.61679337,1,90,,,,1,,,,,,1.18
Gendarmerie - Brigade d'Alzonne,11170,Alzonne,1,Avenue du 19 Mars 1962,,https://lannuaire.service-public.fr/occitanie/aude/gendarmerie-11009-01,2.16976,43.25433,1,150,,,0,1,,,,,,1.55
Gendarmerie - Brigade d'Amancey,25330,Amancey,14,Grande Rue,,https://lannuaire.service-public.fr/bourgogne-franche-comte/doubs/gendarmerie-25015-01,6.06862,47.03908,1,85,1,,0,1,,,,,,1.73
Gendarmerie - Brigade d'Amanvillers,57865,Amanvillers,1,Rue de la Justice,,https://lannuaire.service-public.fr/grand-est/moselle/gendarmerie-57017-01,6.04003,49.16624,1,90,,,0,,,,,,,0.73
Gendarmerie - Brigade d'Ambarès-et-Lagrave,33440,Ambarès-et-Lagrave,42,Avenue Jules Ferry,,https://lannuaire.service-public.fr/nouvelle-aquitaine/gironde/gendarmerie-33003-01,-0.50402,44.93234,1,80,,,0,,,,,2,,0.82
Gendarmerie - Brigade d'Ambazac,87240,Ambazac,1,Rue Vincent Van Gogh,,https://lannuaire.service-public.fr/nouvelle-aquitaine/haute-vienne/gendarmerie-87002-01,1.39018,45.96022,1,90,1,,1,1,,,,,,2.09
Gendarmerie - Brigade d'Ambérieu-en-Bugey,01500,Ambérieu-en-Bugey,14,Rue Jean Mermoz,,https://lannuaire.service-public.fr/auvergne-rhone-alpes/ain/gendarmerie-01004-01,5.33769,45.96062,1,90,1,,0,1,,,,,,1.64
Gendarmerie - Brigade d'Ambert,63600,Ambert,26,Rue Lafayette,,https://lannuaire.service-public.fr/auvergne-rhone-alpes/puy-de-dome/gendarmerie-63003-01,3.75126,45.54404,1,145,1,,0,,,,1,1,,2.09
Gendarmerie - Brigade d'Amboise,37400,Amboise,1,Boulevard Anatole France,,https://lannuaire.service-public.fr/centre-val-de-loire/indre-et-loire/gendarmerie-37003-01,0.98244,47.41932,1,100,,,0,,,,,,,0.82
Gendarmerie - Brigade d'Ambrières-les-Vallées,53300,Ambrières-les-Vallées,52,Rue de la Courtille,,https://lannuaire.service-public.fr/pays-de-la-loire/mayenne/gendarmerie-53003-01,-0.62101,48.39246,1,90,1,,1,1,,,,,,2.09
Gendarmerie - Brigade d'Amfreville-Saint-Amand,27370,Amfreville-Saint-Amand,14,Rue de la République AMFREVILLE LA CAMPAGNE,,https://lannuaire.service-public.fr/normandie/eure/gendarmerie-27011-01,0.93795,49.21248,1,100,,,,1,,,,,,1.27
Gendarmerie - Brigade d'Amou,40330,Amou,154,Avenue de la Gare,,https://lannuaire.service-public.fr/nouvelle-aquitaine/landes/gendarmerie-40002-01,-0.75003,43.59139,1,80,,,0,,,,,,,0.82
Gendarmerie - Brigade d'Amplepuis,69550,Amplepuis,18 bis,Rue Jean Frizon,,https://lannuaire.service-public.fr/auvergne-rhone-alpes/rhone/gendarmerie-69006-01,4.33563,45.97896,1,90,1,,1,,,,,1,,1.91
Gendarmerie - Brigade d'Ampuis,69420,Ampuis,1,Rue Jean Julien Chapelant,,https://lannuaire.service-public.fr/auvergne-rhone-alpes/rhone/gendarmerie-69007-01,4.80886,45.4895,1,90,1,,1,1,,,,,,2.09
Gendarmerie - Brigade d'Ancenis-Saint-Géréon,44150,Ancenis-Saint-Géréon,570,Rue René Urien ANCENIS,,https://lannuaire.service-public.fr/pays-de-la-loire/loire-atlantique/gendarmerie-44003-01,-1.18708,47.3708,1,90,1,,0,1,,,,1,,1.91
Gendarmerie - Brigade d'Ancerville,55170,Ancerville,89,Rue de Saint-Dizier,,https://lannuaire.service-public.fr/grand-est/meuse/gendarmerie-55010-01,5.01648,48.63761,1,90,,,,,,,,1,,1.0
Gendarmerie - Brigade d'Ancy-le-Franc,89160,Ancy-le-Franc,73,Grande Rue,,https://lannuaire.service-public.fr/bourgogne-franche-comte/yonne/gendarmerie-89005-01,4.15992,47.7762,1,85,1,,0,,,,,,,1.27
Gendarmerie - Brigade d'Andance,07340,Andance,2,Rue du Lieutenant-Colonel Meyrand,,https://lannuaire.service-public.fr/auvergne-rhone-alpes/ardeche/gendarmerie-07009-01,4.798,45.23785,1,100,1,,1,1,,,,,,2.18
Gendarmerie - Brigade d'Andelot-Blancheville,52700,Andelot-Blancheville,6 bis,Rue Croix Sainte Barbe,,https://lannuaire.service-public.fr/grand-est/haute-marne/gendarmerie-52008-01,5.31406,48.24428,1,100,,,1,1,,,,1,,2.0
Gendarmerie - Brigade d'Andernos-les-Bains,33510,Andernos-les-Bains,9,Avenue d'Arès,,https://lannuaire.service-public.fr/nouvelle-aquitaine/gironde/gendarmerie-33005-01,-1.10852,44.7502,1,90,,,,1,,,,1,1,1.73
Gendarmerie - Brigade d'Andouillé,53240,Andouillé,24,Rue Ulphace Benoist,,https://lannuaire.service-public.fr/pays-de-la-loire/mayenne/gendarmerie-53005-01,-0.78234,48.17253,1,90,1,,0,,,,,,,1.18
Gendarmerie - Brigade d'Andrézieux-Bouthéon,42160,Andrézieux-Bouthéon,,Rue Molière,,https://lannuaire.service-public.fr/auvergne-rhone-alpes/loire/gendarmerie-42005-01,4.26931,45.5297,1,140,1,,1,1,,,,,,2.45
Gendarmerie - Brigade d'Anduze,30140,Anduze,70,Allée du Château,,https://lannuaire.service-public.fr/occitanie/gard/gendarmerie-30010-01,3.97083,44.06174,1,100,,,1,1,,,,,,1.73
Gendarmerie - Brigade d'Anet,28260,Anet,,Rue Hubert Baraine,,https://lannuaire.service-public.fr/centre-val-de-loire/eure-et-loir/gendarmerie-28007-01,1.4345,48.84933,1,90,,,0,1,,,,1,,1.45
Gendarmerie - Brigade d'Angers,49000,Angers,,Caserne Bouthet du Rivault 33 Rue du Nid-de-Pie,,https://lannuaire.service-public.fr/pays-de-la-loire/maine-et-loire/gendarmerie-49007-01,-0.605979,47.47055,1,145,1,,0,,,,,1,,1.82
Gendarmerie - Brigade d'Angerville,91670,Angerville,9,Avenue du Général de Gaulle,,https://lannuaire.service-public.fr/ile-de-france/essonne/gendarmerie-91016-01,1.99962,48.31512,1,90,,,0,,,,,,,0.73
Gendarmerie - Brigade d'Anglure,51260,Anglure,26,Rue du 8 Mai 1945,,https://lannuaire.service-public.fr/grand-est/marne/gendarmerie-51009-01,3.8196,48.586,1,80,,,,,,,,,1,1.09
Gendarmerie - Brigade d'Angoulême,16000,Angoulême,,Caserne Adjudant Levasseur 2 Boulevard de l'Artillerie,,https://lannuaire.service-public.fr/nouvelle-aquitaine/charente/gendarmerie-16015-01,0.17288,45.65813,1,90,1,,0,1,,,,,,1.64
Gendarmerie - Brigade d'Angoulins,17690,Angoulins,103,Rue du Moulin de la Pierre,,https://lannuaire.service-public.fr/nouvelle-aquitaine/charente-maritime/gendarmerie-17010-01,-1.09967,46.10145,1,90,1,,1,1,,,,,,2.09
Gendarmerie - Brigade d'Aniane,34150,Aniane,31,Rue Jean Castéran,,https://lannuaire.service-public.fr/occitanie/herault/gendarmerie-34010-01,3.58327,43.68312,1,90,,,,,,,2,,,0.73
Gendarmerie - Brigade d'Anizy-le-Grand,02320,Anizy-le-Grand,1,Impasse Sainte-Geneviève ANIZY LE CHATEAU,,https://lannuaire.service-public.fr/hauts-de-france/aisne/gendarmerie-02018-01,3.44646,49.50441,1,100,,,1,1,,,,,,1.73
Gendarmerie - Brigade d'Annecy-le-Vieux,74940,Annecy,19,Route du Pré de la Salle ANNECY LE VIEUX,,https://lannuaire.service-public.fr/auvergne-rhone-alpes/haute-savoie/gendarmerie-74010-01,6.14741,45.91899,1,90,1,,1,1,,,,,,2.09
Gendarmerie - Brigade d'Annecy-Meythet,74960,Annecy,2,Rue du Nant MEYTHET,,https://lannuaire.service-public.fr/auvergne-rhone-alpes/haute-savoie/gendarmerie-74010-02,6.08898,45.91743,1,140,1,,0,1,,,,,,2.0
Gendarmerie - Brigade d'Annecy-Seynod,74600,Annecy,61,Route des blanches SEYNOD,,https://lannuaire.service-public.fr/auvergne-rhone-alpes/haute-savoie/gendarmerie-74010-03,6.10032,45.87915,1,90,1,,1,1,,,,,,2.09
Gendarmerie - Brigade d'Annoeullin,59112,Annœullin,500,Chemin Desnoulet,,https://lannuaire.service-public.fr/hauts-de-france/nord/gendarmerie-59011-01,2.92679,50.52076,1,100,,,,1,,,,,,1.27
Gendarmerie - Brigade d'Annonay,07100,Annonay,64,Avenue de l'Europe,,https://lannuaire.service-public.fr/auvergne-rhone-alpes/ardeche/gendarmerie-07010-01,4.66852,45.24539,1,100,1,,0,1,,,,1,,2.0
Gendarmerie - Brigade d'Annot,04240,Annot,,Quartier Saint Joseph,,https://lannuaire.service-public.fr/provence-alpes-cote-d-azur/alpes-de-haute-provence/gendarmerie-04008-01,6.66579,43.96444,1,150,,,0,1,,,,,1,1.82
Gendarmerie - Brigade d'Anse,69480,Anse,947,Avenue de l'Europe,,https://lannuaire.service-public.fr/auvergne-rhone-alpes/rhone/gendarmerie-69009-01,4.71217,45.93934,1,90,1,,,1,,,,,,1.64
Gendarmerie - Brigade d'Apatou,97317,Apatou,1,Allée du Gendarme Boudet,,https://lannuaire.service-public.fr/guyane/guyane/gendarmerie-97360-01,-54.34441775,5.15411613,1,150,,,0,1,,,2,,1,1.82
Gendarmerie - Brigade d'Apt,84400,Apt,226,Avenue Eugène Baudouin,,https://lannuaire.service-public.fr/provence-alpes-cote-d-azur/vaucluse/gendarmerie-84003-01,5.39155,43.87554,1,80,,,,1,,,,,,1.27
Gendarmerie - Brigade d'Aramits,64570,Aramits,,Route d'Arette,,https://lannuaire.service-public.fr/nouvelle-aquitaine/pyrenees-atlantiques/gendarmerie-64029-01,-0.72637,43.11965,1,100,,,0,1,,,1,,,1.55
Gendarmerie - Brigade d'Aramon,30390,Aramon,,Avenue Saint-Martin,,https://lannuaire.service-public.fr/occitanie/gard/gendarmerie-30012-01,4.67972,43.89604,1,100,,,,,,,1,,,1.09
Gendarmerie - Brigade d'Arbois,39600,Arbois,35,Route de Lyon,,https://lannuaire.service-public.fr/bourgogne-franche-comte/jura/gendarmerie-39013-01,5.760303,46.901228,1,90,1,,1,1,,,,,,2.09
Gendarmerie - Brigade d'Arc-en-Barrois,52210,Arc-en-Barrois,,Rue du Docteur Henri Sommelet,,https://lannuaire.service-public.fr/grand-est/haute-marne/gendarmerie-52017-01,5.01458,47.95158,1,90,,,,,,,,1,,1.0
Gendarmerie - Brigade d'Archiac,17520,Archiac,36,Rue Agrippa d'Aubigné,,https://lannuaire.service-public.fr/nouvelle-aquitaine/charente-maritime/gendarmerie-17016-01,-0.30403,45.52117,1,90,1,,0,,,,1,2,,1.45
Gendarmerie - Brigade d'Arcis-sur-Aube,10700,Arcis-sur-Aube,3,Rue Pasteur,,https://lannuaire.service-public.fr/grand-est/aube/gendarmerie-10006-01,4.1425,48.53546,,90,,,,1,,,1,,,1.0
Gendarmerie - Brigade d'Arc-sur-Tille,21560,Arc-sur-Tille,28,Rue de Dijon,,https://lannuaire.service-public.fr/bourgogne-franche-comte/cote-d-or/gendarmerie-21021-01,5.19012,47.34504,1,140,1,,,1,,,,1,,2.27
Gendarmerie - Brigade d'Ardentes,36120,Ardentes,39,Avenue de Verdun,,https://lannuaire.service-public.fr/centre-val-de-loire/indre/gendarmerie-36005-01,1.83252,46.74379,1,100,,,0,,,,,,,0.82
Gendarmerie - Brigade d'Ardes,63420,Ardes,6,Rue du Regard,,https://lannuaire.service-public.fr/auvergne-rhone-alpes/puy-de-dome/gendarmerie-63009-01,3.12652,45.40253,1,140,1,,0,,,,1,2,1,2.09
Gendarmerie - Brigade d'Ardres,62610,Ardres,724,Avenue du Blanquart,,https://lannuaire.service-public.fr/hauts-de-france/pas-de-calais/gendarmerie-62038-01,1.982995,50.869433,1,99,,,1,1,,,,,,1.64
Gendarmerie - Brigade d'Arès,33740,Arès,36,Avenue de la Gare,,https://lannuaire.service-public.fr/nouvelle-aquitaine/gironde/gendarmerie-33011-01,-1.13512,44.76738,1,80,,,0,,,,1,,,1.09
Gendarmerie - Brigade d'Argelès-Gazost,65400,Argelès-Gazost,3,Rue du Gave d'Azun,,https://lannuaire.service-public.fr/occitanie/hautes-pyrenees/gendarmerie-65025-01,-0.09438,42.9993,1,80,,,0,,,,1,,1,1.36
Gendarmerie - Brigade d'Argelès-sur-Mer,66700,Argelès-sur-Mer,92,Avenue de la Libération,,https://lannuaire.service-public.fr/occitanie/pyrenees-orientales/gendarmerie-66008-01,3.02922,42.54781,1,100,,,0,1,,,,,,1.27
Gendarmerie - Brigade d'Argences-en-Aubrac,12420,Argences en Aubrac,,Rue des Laurières STE GENEVIEVE SUR ARGENCE,,https://lannuaire.service-public.fr/occitanie/aveyron/gendarmerie-12223-01,2.7594,44.79941,1,150,,,0,1,,,1,,,1.82
Gendarmerie - Brigade d'Argentan,61200,Argentan,,Quartier Lescot 26 Avenue de Paris,,https://lannuaire.service-public.fr/normandie/orne/gendarmerie-61006-01,-0.00433,48.74868,1,100,,,1,1,,,,1,,2.0
Gendarmerie - Brigade d'Argentat-sur-Dordogne,19400,Argentat-sur-Dordogne,,Place du 14 Juillet ARGENTAT,,https://lannuaire.service-public.fr/nouvelle-aquitaine/correze/gendarmerie-19010-01,1.93319,45.09083,1,73,,,,1,,,,2,1,1.55
Gendarmerie - Brigade d'Argentonnay,79150,Argentonnay,45,Avenue du Général de Gaulle ARGENTON LES VALLEES,,https://lannuaire.service-public.fr/nouvelle-aquitaine/deux-sevres/gendarmerie-79013-01,-0.46284,46.98395,1,90,1,,1,1,,,,,,2.09
Gendarmerie - Brigade d'Argenton-sur-Creuse,36200,Argenton-sur-Creuse,4,Avenue Rollinat,,https://lannuaire.service-public.fr/centre-val-de-loire/indre/gendarmerie-36006-01,1.51686,46.58897,1,100,,,0,1,,,,,,1.27
Gendarmerie - Brigade d'Argentré,53210,Argentré,15 bis,Rue des Rochers,,https://lannuaire.service-public.fr/pays-de-la-loire/mayenne/gendarmerie-53007-01,-0.64262,48.07792,1,90,1,,1,1,,,,1,,2.36
Gendarmerie - Brigade d'Argentré-du-Plessis,35370,Argentré-du-Plessis,15,Boulevard des Saulniers,,https://lannuaire.service-public.fr/bretagne/ille-et-vilaine/gendarmerie-35006-01,-1.15811,48.05644,1,80,1,,,,,,,2,,1.27
Gendarmerie - Brigade d'Arinthod,39240,Arinthod,1,Rue Jean Breuil,,https://lannuaire.service-public.fr/bourgogne-franche-comte/jura/gendarmerie-39016-01,5.57095,46.39641,1,90,1,,1,1,,,,,,2.09
Gendarmerie - Brigade d'Arlanc,63220,Arlanc,117,Route Nationale,,https://lannuaire.service-public.fr/auvergne-rhone-alpes/puy-de-dome/gendarmerie-63010-01,3.72437,45.40961,1,85,1,,0,,,,,1,,1.55
Gendarmerie - Brigade d'Arles,13200,Arles,1,Boulevard des Lices,,https://lannuaire.service-public.fr/provence-alpes-cote-d-azur/bouches-du-rhone/gendarmerie-13004-02,4.63134,43.67473,1,150,,,0,1,,,1,,,1.82
Gendarmerie - Brigade d'Arles-Salin-de-Giraud,13200,Arles,1,Rue Des Ayguadiers SALIN DE GIRAUD,,https://lannuaire.service-public.fr/provence-alpes-cote-d-azur/bouches-du-rhone/gendarmerie-13004-01,4.72899,43.41153,1,130,,,1,1,,,1,,,2.18
Gendarmerie - Brigade d'Arles-sur-Tech,66150,Arles-sur-Tech,25,Avenue Louis Moli,,https://lannuaire.service-public.fr/occitanie/pyrenees-orientales/gendarmerie-66009-01,2.63517,42.4544,1,90,,,,1,,,2,,1,1.45
