nom,code_postal,commune,numero,voie,lieu_dit,site_internet,longitude,latitude,personnel_aidant,largeur_entree,aide_audition,entree_balise_sonore,sanitaires_pmr,stationnement_pmr,labels,types_handicap,difficulte_chemin_ext,difficulte_entree,difficulte_chemin_accueil,score
Gendarmerie - Brigade de Mortagne-sur-Sèvre,85290,Mortagne-sur-Sèvre,2A,Rue des Violettes,,https://lannuaire.service-public.fr/pays-de-la-loire/vendee/gendarmerie-85151-01,-0.94382,46.98939,1,95,1,,1,1,,,,,,2.09
Gendarmerie - Brigade de Mortain-Bocage,50140,Mortain-Bocage,1,Route des Aubrils MORTAIN,,https://lannuaire.service-public.fr/normandie/manche/gendarmerie-50359-01,-0.93987,48.64245,1,90,,,,,,,,2,1,1.0
Gendarmerie - Brigade de Morteau,25500,Morteau,2,Rue Fontaine-l'Epine,,https://lannuaire.service-public.fr/bourgogne-franche-comte/doubs/gendarmerie-25411-01,6.61144,47.05874,1,140,1,,1,1,,,,,,2.45
Gendarmerie - Brigade de Mortrée,61570,Mortrée,1,Route d'Almenêches,,https://lannuaire.service-public.fr/normandie/orne/gendarmerie-61294-01,0.08066,48.63976,1,85,,,,,,,,2,1,1.09
Gendarmerie - Brigade de Mouans-Sartoux,06370,Mouans-Sartoux,216,Avenue de Cannes,,https://lannuaire.service-public.fr/provence-alpes-cote-d-azur/alpes-maritimes/gendarmerie-06084-01,6.97175,43.61855,1,100,,,,,,,,,1,1.09
Gendarmerie - Brigade de Mouchard,39330,Mouchard,1,Rue Pasteur,,https://lannuaire.service-public.fr/bourgogne-franche-comte/jura/gendarmerie-39370-01,5.79465,46.97092,1,90,1,,0,,,,,,,1.18
Gendarmerie - Brigade de Mougins,06250,Mougins,601,Chemin de Campane,,https://lannuaire.service-public.fr/provence-alpes-cote-d-azur/alpes-maritimes/gendarmerie-06085-01,6.99893,43.58742,1,120,,,1,1,,,1,,,2.18
Gendarmerie - Brigade de Moulins,03000,Moulins,,Quartier Taguin 118 Rue de Paris,,https://lannuaire.service-public.fr/auvergne-rhone-alpes/allier/gendarmerie-03190-01,3.324766,46.577224,1,140,1,,0,1,,,,,,2.0
Gendarmerie - Brigade de Moulins-Engilbert,58290,Moulins-Engilbert,5,Avenue Jules Miot,,https://lannuaire.service-public.fr/bourgogne-franche-comte/nievre/gendarmerie-58182-01,3.80576,46.98903,1,90,1,,0,,,,,1,1,1.73
Gendarmerie - Brigade de Moult-Chicheboville,14370,Moult-Chicheboville,5,Route de Paris MOULT,,https://lannuaire.service-public.fr/normandie/calvados/gendarmerie-14456-01,-0.16901,49.11688,1,100,,,,,,,,1,,1.09
Gendarmerie - Brigade de Mourenx,64150,Mourenx,,Caserne Colonel Beltrame 8 Avenue du Président Paul Delcourt,,https://lannuaire.service-public.fr/nouvelle-aquitaine/pyrenees-atlantiques/gendarmerie-64410-01,-0.63098,43.37637,1,100,,,1,1,,,,,,1.73
Gendarmerie - Brigade de Mourmelon-le-Grand,51400,Mourmelon-le-Grand,999,Quartier Geisberg,,https://lannuaire.service-public.fr/grand-est/marne/gendarmerie-51388-01,4.36355,49.13361,1,95,,,,,,,,1,,1.0
Gendarmerie - Brigade de Moustiers-Sainte-Marie,04360,Moustiers-Sainte-Marie,,Quartier Saint-Michel,,https://lannuaire.service-public.fr/provence-alpes-cote-d-azur/alpes-de-haute-provence/gendarmerie-04135-01,6.22126,43.84223,1,100,,,,1,,,2,,1,1.55
Gendarmerie - Brigade de Mouthe,25240,Mouthe,22 bis,Rue Cart-Broumet,,https://lannuaire.service-public.fr/bourgogne-franche-comte/doubs/gendarmerie-25413-01,6.18808,46.70862,1,140,1,,1,1,,,,,,2.45
Gendarmerie - Brigade de Mouthoumet,11330,Mouthoumet,1,Route des Corbières,,https://lannuaire.service-public.fr/occitanie/aude/gendarmerie-11260-01,2.5298,42.9598,1,90,,,0,,,,,2,1,1.0
Gendarmerie - Brigade de Moûtiers,73600,Moûtiers,251,Rue de la Sous-Préfecture,,https://lannuaire.service-public.fr/auvergne-rhone-alpes/savoie/gendarmerie-73181-01,6.53535,45.48387,1,120,1,,1,,,,,,,1.91
Gendarmerie - Brigade de Moutiers-les-Mauxfaits,85540,Moutiers-les-Mauxfaits,45,Rue des Sables,,https://lannuaire.service-public.fr/pays-de-la-loire/vendee/gendarmerie-85156-01,-1.43035,46.49123,1,100,1,,1,1,,,1,,,2.45
Gendarmerie - Brigade de Mouy,60250,Mouy,1,Rue Fernand Derobert,,https://lannuaire.service-public.fr/hauts-de-france/oise/gendarmerie-60439-01,2.31685,49.32104,1,95,,,1,1,,,,,,1.64
Gendarmerie - Brigade de Mouzon,08210,Mouzon,,Avenue Moulin-Lavigne,,https://lannuaire.service-public.fr/grand-est/ardennes/gendarmerie-08311-01,5.07327,49.6116,1,90,,,0,,,,,,,0.73
Gendarmerie - Brigade de Moÿ-de-l'Aisne,02610,Moÿ-de-l'Aisne,3,Rue Georges Clemenceau,,https://lannuaire.service-public.fr/hauts-de-france/aisne/gendarmerie-02532-01,3.36553,49.75136,1,100,,,,,,,,1,,1.09
Gendarmerie - Brigade de Mtsamboro,97630,Mtsamboro,,Place de la Gendarmerie,,https://lannuaire.service-public.fr/mayotte/mayotte/gendarmerie-97612-01,45.06654235,-12.70046522,1,100,,,,,,,,,1,1.09
Gendarmerie - Brigade de Mugron,40250,Mugron,248,Route de Pomarez,,https://lannuaire.service-public.fr/nouvelle-aquitaine/landes/gendarmerie-40201-01,-0.7536,43.7462,1,80,,,0,,,,,,,0.82
Gendarmerie - Brigade de Mundolsheim,67450,Mundolsheim,20,Rue du Haldenbourg,,https://lannuaire.service-public.fr/grand-est/bas-rhin/gendarmerie-67309-01,7.70773,48.63533,1,90,,,1,,,,,,,1.18
Gendarmerie - Brigade de Munster,68140,Munster,42,Rue de Colmar,,https://lannuaire.service-public.fr/grand-est/haut-rhin/gendarmerie-68226-01,7.15386,48.04068,1,100,,,,,,,,,,0.82
Gendarmerie - Brigade de Murat,15300,Murat,32,Avenue Hector Peschaud,,https://lannuaire.service-public.fr/auvergne-rhone-alpes/cantal/gendarmerie-15138-01,2.8635,45.10845,1,87,1,,0,1,,,,1,,2.0
Gendarmerie - Brigade de Murat-sur-Vèbre,81320,Murat-sur-Vèbre,,Avenue du Languedoc,,https://lannuaire.service-public.fr/occitanie/tarn/gendarmerie-81192-01,2.85645,43.68428,1,150,,,0,,,,,,,1.09
Gendarmerie - Brigade de Mur-de-Barrez,12600,Mur-de-Barrez,,Caserne gendarme Bouzard 16 Rue du Stade,,https://lannuaire.service-public.fr/occitanie/aveyron/gendarmerie-12164-01,2.6623,44.83835,1,120,,,1,1,,,,,,1.91
Gendarmerie - Brigade de Muret,31600,Muret,79,Avenue des Pyrénées,,https://lannuaire.service-public.fr/occitanie/haute-garonne/gendarmerie-31395-01,1.32053,43.45165,1,150,,,1,1,,,1,,,2.27
Gendarmerie - Brigade de Mûrs-Erigné,49610,Mûrs-Erigné,16 bis,Rue Gustave Raimbault,,https://lannuaire.service-public.fr/pays-de-la-loire/maine-et-loire/gendarmerie-49223-01,-0.52351,47.40136,1,90,1,,1,1,,,,,,2.09
Gendarmerie - Brigade de Murviel-lès-Béziers,34490,Murviel-lès-Béziers,23,Avenue de la République,,https://lannuaire.service-public.fr/occitanie/herault/gendarmerie-34178-01,3.14793,43.43433,1,300,,,0,,,,2,,1,1.36
Gendarmerie - Brigade de Mussidan,24400,Mussidan,1,Rue des Frères Arnaud,,https://lannuaire.service-public.fr/nouvelle-aquitaine/dordogne/gendarmerie-24299-01,0.36493,45.03652,1,100,,,0,,,,2,,,0.82
Gendarmerie - Brigade de Mussy-sur-Seine,10250,Mussy-sur-Seine,3,Porte d'Auberive,,https://lannuaire.service-public.fr/grand-est/aube/gendarmerie-10261-01,4.501,47.9733,,90,,,,,,,2,,,0.27
Gendarmerie - Brigade de Muzillac,56190,Muzillac,21,Rue du Général de Gaulle,,https://lannuaire.service-public.fr/bretagne/morbihan/gendarmerie-56143-01,-2.47949,47.5517,1,90,1,,0,1,,,,1,,1.91
Gendarmerie - Brigade de M'Zouazia,97620,Bouéni,,village de M'Zouazia 2 de la Gendarmerie,,https://lannuaire.service-public.fr/mayotte/mayotte/gendarmerie-97604-01,45.10214648,-12.92557523,1,200,,,0,,,,1,,,1.36
Gendarmerie - Brigade de Nailloux,31560,Nailloux,7,Avenue François Mitterrand,,https://lannuaire.service-public.fr/occitanie/haute-garonne/gendarmerie-31396-01,1.63231,43.35841,1,160,,,1,,,,,,1,1.82
Gendarmerie - Brigade de Naintré,86530,Naintré,28,Avenue Pablo Picasso,,https://lannuaire.service-public.fr/nouvelle-aquitaine/vienne/gendarmerie-86174-01,0.49304,46.76573,1,90,1,,0,1,,,,,,1.64
Gendarmerie - Brigade de Najac,12270,Najac,,La Peyrade,,https://lannuaire.service-public.fr/occitanie/aveyron/gendarmerie-12167-01,1.98461,44.22112,1,100,,,0,,,,,,,0.82
Gendarmerie - Brigade de Nanteuil-le-Haudouin,60440,Nanteuil-le-Haudouin,10,Rue de la Croix-Verte,,https://lannuaire.service-public.fr/hauts-de-france/oise/gendarmerie-60446-01,2.80263,49.13699,1,95,,,,1,,,,,,1.18
Gendarmerie - Brigade de Nantiat,87140,Nantiat,4,Place du Commerce,,https://lannuaire.service-public.fr/nouvelle-aquitaine/haute-vienne/gendarmerie-87103-01,1.17265,46.00775,1,90,1,,0,,,,,1,,1.45
Gendarmerie - Brigade de Nantua,01130,Nantua,10,Rue du Mont-Cornet,,https://lannuaire.service-public.fr/auvergne-rhone-alpes/ain/gendarmerie-01269-01,5.61734,46.14317,1,100,1,,0,1,,,,,1,2.0
Gendarmerie - Brigade de Narbonne,11100,Narbonne,200,Route Départementale 6009,,https://lannuaire.service-public.fr/occitanie/aude/gendarmerie-11262-01,2.9777513,43.1495075,1,120,,,1,1,,,1,,,2.18
Gendarmerie - Brigade de Nasbinals,48260,Nasbinals,,Route d'Aumont,,https://lannuaire.service-public.fr/occitanie/lozere/gendarmerie-48104-01,3.05009,44.66254,1,90,,,1,,,,1,,,1.45
Gendarmerie - Brigade de Naucelle,12800,Naucelle,15,Rue du Cap de l'Estang,,https://lannuaire.service-public.fr/occitanie/aveyron/gendarmerie-12169-01,2.34688,44.19298,1,100,,,1,1,,,,,,1.73
Gendarmerie - Brigade de Navarrenx,64190,Navarrenx,,Route du Faubourg,,https://lannuaire.service-public.fr/nouvelle-aquitaine/pyrenees-atlantiques/gendarmerie-64416-01,-0.75367,43.32052,1,120,,,0,1,,,1,,1,2.0
Gendarmerie - Brigade de Nay,64800,Nay,6,Rue du Souvenir français,,https://lannuaire.service-public.fr/nouvelle-aquitaine/pyrenees-atlantiques/gendarmerie-64417-01,-0.2558,43.18174,1,110,,,0,,,,,,1,1.18
Gendarmerie - Brigade de Nègrepelisse,82800,Nègrepelisse,22,Avenue Victor Hugo,,https://lannuaire.service-public.fr/occitanie/tarn-et-garonne/gendarmerie-82134-01,1.51083,44.07033,1,120,,,1,1,,,,,,1.91
Gendarmerie - Brigade de Nérac,47600,Nérac,43,Avenue du Maréchal Foch,,https://lannuaire.service-public.fr/nouvelle-aquitaine/lot-et-garonne/gendarmerie-47195-01,0.33133,44.14295,1,200,,,0,1,,,,,,1.55
Gendarmerie - Brigade de Nesle,80190,Nesle,1,Route du Ham,,https://lannuaire.service-public.fr/hauts-de-france/somme/gendarmerie-80585-01,2.92165,49.76037,1,95,,,,1,,,,,,1.18
Gendarmerie - Brigade de Neuf-Brisach,68600,Neuf-Brisach,9,Rue de Belfort,,https://lannuaire.service-public.fr/grand-est/haut-rhin/gendarmerie-68231-01,7.52681,48.01674,1,90,,,,1,,,,1,,1.45
Gendarmerie - Brigade de Neufchâteau,88300,Neufchâteau,1271,Rue du Stand,,https://lannuaire.service-public.fr/grand-est/vosges/gendarmerie-88321-01,5.71273,48.36041,1,90,,,1,1,,,,,,1.64
Gendarmerie - Brigade de Neufchâtel-en-Bray,76270,Neufchâtel-en-Bray,2,Rue de la Gendarmerie,,https://lannuaire.service-public.fr/normandie/seine-maritime/gendarmerie-76462-01,1.44846,49.73393,1,95,,,,1,,,,,,1.18
Gendarmerie - Brigade de Neufchâtel-Hardelot,62152,Neufchâtel-Hardelot,86,Rue des Allées,,https://lannuaire.service-public.fr/hauts-de-france/pas-de-calais/gendarmerie-62604-01,1.64463,50.61967,1,90,,,1,1,,,,,,1.64
Gendarmerie - Brigade de Neuillé-Pont-Pierre,37360,Neuillé-Pont-Pierre,,ZA les Nongrenières Route de Château la Vallière,,https://lannuaire.service-public.fr/centre-val-de-loire/indre-et-loire/gendarmerie-37167-01,0.5391,47.54727,1,100,,,1,1,,,,,,1.73
Gendarmerie - Brigade de Neuilly-le-Réal,03340,Neuilly-le-Réal,7,Place de la Mairie,,https://lannuaire.service-public.fr/auvergne-rhone-alpes/allier/gendarmerie-03197-01,3.4325,46.4654,1,120,1,,0,1,,,,,,1.91
Gendarmerie - Brigade de Neung-sur-Beuvron,41210,Neung-sur-Beuvron,22,Rue du 8 Mai 1945,,https://lannuaire.service-public.fr/centre-val-de-loire/loir-et-cher/gendarmerie-41159-01,1.79973,47.53852,1,90,,,,1,,,,2,1,1.45
Gendarmerie - Brigade de Neussargues-en-Pinatelle,15170,Neussargues en Pinatelle,9,Rue de la Pinède NEUSSARGUES MOISSAC,,https://lannuaire.service-public.fr/auvergne-rhone-alpes/cantal/gendarmerie-15141-01,2.97806,45.13212,1,90,1,,0,1,,,,1,,1.91
Gendarmerie - Brigade de Neuvéglise-sur-Truyère,15260,Neuvéglise-sur-Truyère,31,Rue du Docteur MALLET NEUVEGLISE,,https://lannuaire.service-public.fr/auvergne-rhone-alpes/cantal/gendarmerie-15142-01,2.98492,44.9315,1,90,1,,0,,,,,1,,1.45
Gendarmerie - Brigade de Neuves-Maisons,54230,Neuves-Maisons,48,Rue Aristide Briand,,https://lannuaire.service-public.fr/grand-est/meurthe-et-moselle/gendarmerie-54397-01,6.100532,48.608697,1,80,,,,,,,,1,1,1.36
Gendarmerie - Brigade de Neuvic,19160,Neuvic,,des Ganottes Rue des Ganottes,,https://lannuaire.service-public.fr/nouvelle-aquitaine/dordogne/gendarmerie-24309-01,2.27451,45.38749,1,90,,,0,,,,,1,,1.0
Gendarmerie - Brigade de Neuvic,24190,Neuvic,29,Avenue du Général de Gaulle,,https://lannuaire.service-public.fr/nouvelle-aquitaine/correze/gendarmerie-19148-01,0.46962,45.0981,1,80,,,0,1,,,1,,,1.55
Gendarmerie - Brigade de Neuville-aux-Bois,45170,Neuville-aux-Bois,3,Rue des Mitouflets,,https://lannuaire.service-public.fr/centre-val-de-loire/loiret/gendarmerie-45224-01,2.04441,48.06307,1,95,,,1,1,,,,,,1.64
Gendarmerie - Brigade de Neuville-de-Poitou,86170,Neuville-de-Poitou,38,Rue Alphonse Plault,,https://lannuaire.service-public.fr/nouvelle-aquitaine/vienne/gendarmerie-86177-01,0.25065,46.68481,1,90,1,,1,1,,,,1,,2.36
Gendarmerie - Brigade de Neuville-sur-Saône,69250,Neuville-sur-Saône,5,Chemin du Gorgeat,,https://lannuaire.service-public.fr/auvergne-rhone-alpes/rhone/gendarmerie-69143-01,4.84197,45.86806,1,100,1,,1,1,,,,,,2.18
Gendarmerie - Brigade de Neuvy-le-Roi,37370,Neuvy-le-Roi,9,Rue du 8 Mai 1945,,https://lannuaire.service-public.fr/centre-val-de-loire/indre-et-loire/gendarmerie-37170-01,0.59881,47.60539,1,85,,,0,,,,,,,0.82
Gendarmerie - Brigade de Neuvy-Saint-Sépulchre,36230,Neuvy-Saint-Sépulchre,22,Rue du Maréchal Joffre,,https://lannuaire.service-public.fr/centre-val-de-loire/indre/gendarmerie-36141-01,1.81004,46.59662,1,100,,,1,,,,,1,,1.55
Gendarmerie - Brigade de Neuvy-sur-Barangeon,18330,Neuvy-sur-Barangeon,8,Route de Ménétréol,,https://lannuaire.service-public.fr/centre-val-de-loire/cher/gendarmerie-18165-01,2.25476,47.31661,1,90,,,,,,,2,2,1,1.0
Gendarmerie - Brigade de Nexon,87800,Nexon,29,Rue Gambetta,,https://lannuaire.service-public.fr/nouvelle-aquitaine/haute-vienne/gendarmerie-87106-01,1.18435,45.67996,1,90,1,,,,,,,2,1,1.45
Gendarmerie - Brigade de Niederbronn-les-Bains-Reichshoffen,67110,Reichshoffen,51,Route d'Oberbronn,,https://lannuaire.service-public.fr/grand-est/bas-rhin/gendarmerie-67388-01,7.6465,48.93388,1,100,,,1,1,,,,,,1.73
Gendarmerie - Brigade de Nieul,87510,Nieul,24,Rue des Vignes,,https://lannuaire.service-public.fr/nouvelle-aquitaine/haute-vienne/gendarmerie-87107-01,1.17056,45.92343,1,90,1,,1,1,,,,,,2.09
Gendarmerie - Brigade de Nieul-sur-Mer,17137,Nieul-sur-Mer,3,Rue du Champ Pinson,,https://lannuaire.service-public.fr/nouvelle-aquitaine/charente-maritime/gendarmerie-17264-01,-1.15781,46.20634,1,90,1,,1,1,,,,,,2.09
Gendarmerie - Brigade de Nîmes,30000,Nîmes,56,Rue Sainte-Geneviève,,https://lannuaire.service-public.fr/occitanie/gard/gendarmerie-30189-01,4.362682,43.82553,1,100,,,,1,,,1,,,1.55
Gendarmerie - Brigade de Nivillac,56130,Nivillac,28,Clos des Métairies,,https://lannuaire.service-public.fr/bretagne/morbihan/gendarmerie-56147-01,-2.29179,47.51725,1,90,1,,1,1,,,,,,2.09
Gendarmerie - Brigade d'Ennezat,63720,Ennezat,3,Rue Jean Ferrat,,https://lannuaire.service-public.fr/auvergne-rhone-alpes/puy-de-dome/gendarmerie-63148-01,3.22600888,45.89782939,1,90,1,,1,1,,,,,,2.09
Gendarmerie - Brigade de Noailles,60430,Noailles,3,Impasse des Vignes de Longvilliers,,https://lannuaire.service-public.fr/hauts-de-france/oise/gendarmerie-60462-01,2.21585,49.32931,1,100,,,,,,,,,,0.82
Gendarmerie - Brigade de Nogaro,32110,Nogaro,32,Avenue du Midour,,https://lannuaire.service-public.fr/occitanie/gers/gendarmerie-32296-01,-0.02844,43.76249,1,120,,,1,1,,,,,,1.91
Gendarmerie - Brigade de Nogent,52800,Nogent,36,Rue Bernard Dimey,,https://lannuaire.service-public.fr/grand-est/haute-marne/gendarmerie-52353-01,5.35211,48.03205,1,100,,,,,,,,,1,1.09
Gendarmerie - Brigade de Nogent-le-Roi,28210,Nogent-le-Roi,9,Route de Dreux,,https://lannuaire.service-public.fr/centre-val-de-loire/eure-et-loir/gendarmerie-28279-01,1.51888,48.65243,1,90,,,,,,,,,,0.73
Gendarmerie - Brigade de Nogent-le-Rotrou,28400,Nogent-le-Rotrou,,Caserne Gendarme Dujardin 53 Rue de Sully,,https://lannuaire.service-public.fr/centre-val-de-loire/eure-et-loir/gendarmerie-28280-01,0.82859,48.31766,1,80,,,0,,,,,,2,0.82
Gendarmerie - Brigade de Nogent-sur-Seine,10400,Nogent-sur-Seine,4,Rue des Capucins,,https://lannuaire.service-public.fr/grand-est/aube/gendarmerie-10268-01,3.49741,48.49691,,90,,,,,,,1,,,0.55
Gendarmerie - Brigade de Noirétable,42440,Noirétable,82,Rue de la République,,https://lannuaire.service-public.fr/auvergne-rhone-alpes/loire/gendarmerie-42159-01,3.76203,45.82128,1,100,1,,,1,,,,2,,1.73
Gendarmerie - Brigade de Noirmoutier-en-l'Île,85330,Noirmoutier-en-l'Île,7,Avenue du maréchal Joffre,,https://lannuaire.service-public.fr/pays-de-la-loire/vendee/gendarmerie-85163-01,-2.23758,47.00669,1,100,1,,1,1,,,,,,2.18
Gendarmerie - Brigade de Noisy-le-Roi,78590,Noisy-le-Roi,102,Rue André Lebourblanc,,https://lannuaire.service-public.fr/ile-de-france/yvelines/gendarmerie-78455-01,2.05798,48.84781,1,90,,,1,,,,1,,,1.45
Gendarmerie - Brigade de Nolay,21340,Nolay,15,Route d'Autun,,https://lannuaire.service-public.fr/bourgogne-franche-comte/cote-d-or/gendarmerie-21461-01,4.62597,46.95183,1,90,1,,0,1,,,1,,,1.91
Gendarmerie - Brigade de Nomeny,54610,Nomeny,7,Rue de Lorraine,,https://lannuaire.service-public.fr/grand-est/meurthe-et-moselle/gendarmerie-54400-01,6.22518,48.88708,1,90,,,0,,,,,1,1,1.27
Gendarmerie - Brigade de Nonancourt,27320,Nonancourt,19,Rue Hippolyte Lozier,,https://lannuaire.service-public.fr/normandie/eure/gendarmerie-27438-01,1.19369,48.77293,1,90,,,,1,,,,1,,1.45
Gendarmerie - Brigade de Nontron,24300,Nontron,6,Rue des Maîtres des Forges,,https://lannuaire.service-public.fr/nouvelle-aquitaine/dordogne/gendarmerie-24311-01,0.66776,45.53306,1,180,,,,1,,,,,,1.55
Gendarmerie - Brigade de Noroy-le-Bourg,70000,Noroy-le-Bourg,2,Faubourg de Cour,,https://lannuaire.service-public.fr/bourgogne-franche-comte/haute-saone/gendarmerie-70390-01,6.30875,47.61303,1,90,1,,0,,,,1,1,,1.73
Gendarmerie - Brigade de Nort-sur-Erdre,44390,Nort-sur-Erdre,17,Rue François Dupas,,https://lannuaire.service-public.fr/pays-de-la-loire/loire-atlantique/gendarmerie-44110-01,-1.49969,47.43589,1,90,1,,,1,,,,,1,1.91
Gendarmerie - Brigade de Nouvion,80860,Nouvion,31,Rue du Collège,,https://lannuaire.service-public.fr/hauts-de-france/somme/gendarmerie-80598-01,1.78301,50.21611,1,95,,,1,1,,,,,,1.64
Gendarmerie - Brigade de Nouzonville,08700,Nouzonville,79,Rue de Lorraine,,https://lannuaire.service-public.fr/grand-est/ardennes/gendarmerie-08328-01,4.75636,49.81935,1,90,,,0,,,,,,,0.73
Gendarmerie - Brigade de Noyant-Villages,49490,Noyant-Villages,42,Route de Tours NOYANT,,https://lannuaire.service-public.fr/pays-de-la-loire/maine-et-loire/gendarmerie-49228-01,0.12343,47.51405,1,145,1,,1,1,,,,,,2.45
Gendarmerie - Brigade de Noyen-sur-Sarthe,72430,Noyen-sur-Sarthe,11,Square Henri Emery,,https://lannuaire.service-public.fr/pays-de-la-loire/sarthe/gendarmerie-72223-01,-0.101594,47.873142,1,85,1,,,,,,,1,1,1.82
Gendarmerie - Brigade de Noyers,89310,Noyers,24,Rue du Pont-Neuf,,https://lannuaire.service-public.fr/bourgogne-franche-comte/yonne/gendarmerie-89279-01,4.00232,47.69317,1,90,1,,0,,,,,1,,1.45
Gendarmerie - Brigade de Noyon,60400,Noyon,100,Rue Charles Hernu,,https://lannuaire.service-public.fr/hauts-de-france/oise/gendarmerie-60471-01,2.9882,49.57621,1,95,,,1,,,,,,,1.18
Gendarmerie - Brigade de Nozay,91620,Nozay,1,Rue Louis Renard,,https://lannuaire.service-public.fr/ile-de-france/essonne/gendarmerie-91458-01,2.24508,48.65476,1,90,,,1,1,,,,,,1.64
Gendarmerie - Brigade de Nozay,44170,Nozay,40,Route de Nort sur Edre,,https://lannuaire.service-public.fr/pays-de-la-loire/loire-atlantique/gendarmerie-44113-01,-1.618995,47.558624,1,100,1,,1,1,,,,,,2.18
Gendarmerie - Brigade de Nozeroy,39250,Nozeroy,,Rue de la Maréchaussée,,https://lannuaire.service-public.fr/bourgogne-franche-comte/jura/gendarmerie-39391-01,6.03512,46.77435,1,90,1,,0,1,,,,,,1.64
Gendarmerie - Brigade d'Ensisheim,68190,Ensisheim,6,Rue de Markdorf,,https://lannuaire.service-public.fr/grand-est/haut-rhin/gendarmerie-68082-01,7.36045,47.8673,1,120,,,0,1,,,,1,,1.73
Gendarmerie - Brigade d'Entraigues-sur-la-Sorgue,84320,Entraigues-sur-la-Sorgue,376,Avenue de Fossombrone,,https://lannuaire.service-public.fr/provence-alpes-cote-d-azur/vaucluse/gendarmerie-84043-01,4.9277,43.99811,1,100,,,,1,,,1,,,1.55
Gendarmerie - Brigade d'Entraygues-sur-Truyère,12140,Entraygues-sur-Truyère,1,Rue de la Roussilhe,,https://lannuaire.service-public.fr/occitanie/aveyron/gendarmerie-12094-01,2.5665,44.64521,1,120,,,0,1,,,,,1,1.73
Gendarmerie - Brigade d'Entre-Deux,97414,Entre-Deux,8,Rue Payet,,https://lannuaire.service-public.fr/la-reunion/reunion/gendarmerie-97403-01,55.46930906,-21.24852116,1,80,,,0,,,,2,,1,1.09
Gendarmerie - Brigade d'Entrelacs,73410,Entrelacs,21,Rue du Fontanil ALBENS,,https://lannuaire.service-public.fr/auvergne-rhone-alpes/savoie/gendarmerie-73010-01,5.94544,45.78895,1,90,1,,0,1,,,,,1,1.91
Gendarmerie - Brigade d'Entrevaux,04320,Entrevaux,,Route Nationale 202,,https://lannuaire.service-public.fr/provence-alpes-cote-d-azur/alpes-de-haute-provence/gendarmerie-04076-01,6.81641,43.95009,1,100,,,0,,,,2,1,,1.09
Gendarmerie - Brigade de Nuaillé-d'Aunis,17540,Nuaillé-d'Aunis,84,Grande Rue,,https://lannuaire.service-public.fr/nouvelle-aquitaine/charente-maritime/gendarmerie-17267-01,-0.92815,46.22552,1,90,1,,0,,,,,1,,1.45
Gendarmerie - Brigade de Nueil-les-Aubiers,79250,Nueil-les-Aubiers,1,Allée Sainte-Barbe,,https://lannuaire.service-public.fr/nouvelle-aquitaine/deux-sevres/gendarmerie-79195-01,-0.59431,46.95173,1,90,1,,0,,,,,,,1.18
Gendarmerie - Brigade de Nuits-Saint-Georges,21700,Nuits-Saint-Georges,13,Rue Thurot,,https://lannuaire.service-public.fr/bourgogne-franche-comte/cote-d-or/gendarmerie-21464-01,4.95022,47.1356,1,120,1,,0,1,,,,1,,2.18
Gendarmerie - Brigade d'Envermeu,76630,Envermeu,31,Rue du 8 Mai 1945,,https://lannuaire.service-public.fr/normandie/seine-maritime/gendarmerie-76235-01,1.27001,49.89452,1,95,,,1,,,,,,,1.18
Gendarmerie - Brigade de Nyons,26110,Nyons,52,Avenue Fréderic Mistral,,https://lannuaire.service-public.fr/auvergne-rhone-alpes/drome/gendarmerie-26220-01,5.12598,44.35672,1,90,1,,0,1,,,,,,1.64
Gendarmerie - Brigade de Pacé,35740,Pacé,21 bis,Avenue Charles Le Goffic,,https://lannuaire.service-public.fr/bretagne/ille-et-vilaine/gendarmerie-35210-01,-1.77744,48.14942,1,90,1,,0,,,,,1,,1.45
Gendarmerie - Brigade de Pacy-sur-Eure,27120,Pacy-sur-Eure,1,Rue René Prin,,https://lannuaire.service-public.fr/normandie/eure/gendarmerie-27448-01,1.38934,49.01385,1,90,,,,,,,,2,,0.73
Gendarmerie - Brigade de Pagny-sur-Moselle,54530,Pagny-sur-Moselle,2A,Rue du Général Thiébaut,,https://lannuaire.service-public.fr/grand-est/meurthe-et-moselle/gendarmerie-54415-01,6.01567,48.98025,1,90,,,0,1,,,,,,1.18
Gendarmerie - Brigade de Paimboeuf,44560,Paimbœuf,34,Quai Eole,,https://lannuaire.service-public.fr/pays-de-la-loire/loire-atlantique/gendarmerie-44116-01,-2.03908,47.28887,1,90,1,,1,,,,,2,1,1.91
Gendarmerie - Brigade de Paimpol,22500,Paimpol,2,Rue Jean Moulin,,https://lannuaire.service-public.fr/bretagne/cotes-d-armor/gendarmerie-22162-01,-3.04082,48.77281,1,100,,,0,1,,,,1,,1.55
Gendarmerie - Brigade de Palaiseau,91120,Palaiseau,2,Rue Gutenberg,,https://lannuaire.service-public.fr/ile-de-france/essonne/gendarmerie-91477-01,2.24732,48.7106,1,90,,,0,1,,,,,2,1.18
Gendarmerie - Brigade de Palavas-les-Flots,34250,Palavas-les-Flots,1,Rue de la Tramontane,,https://lannuaire.service-public.fr/occitanie/herault/gendarmerie-34192-01,3.93239,43.53099,1,100,,,1,1,,,2,,,1.73
